Symbol,Date,High,Low,Open,Close
LINK,2020-04-28,3.74,3.60,3.64,3.68
LINK,2020-04-29,3.96,3.65,3.68,3.91
LINK,2020-04-30,3.96,3.68,3.91,3.72
LINK,2020-05-01,3.91,3.72,3.72,3.78
LINK,2020-05-02,3.87,3.77,3.78,3.82
LINK,2020-05-03,3.87,3.67,3.82,3.72
LINK,2020-05-04,3.83,3.54,3.72,3.77
LINK,2020-05-05,3.80,3.68,3.77,3.69
LINK,2020-05-06,3.77,3.63,3.68,3.64
LINK,2020-05-07,3.83,3.58,3.64,3.75
LINK,2020-05-08,3.86,3.71,3.76,3.82
LINK,2020-05-09,4.18,3.80,3.82,4.04
LINK,2020-05-10,4.04,3.60,4.04,3.76
LINK,2020-05-11,3.82,3.41,3.76,3.59
LINK,2020-05-12,3.79,3.56,3.59,3.69
LINK,2020-05-13,3.80,3.67,3.69,3.76
LINK,2020-05-14,3.85,3.70,3.76,3.80
LINK,2020-05-15,3.84,3.65,3.80,3.67
LINK,2020-05-16,3.78,3.63,3.67,3.76
LINK,2020-05-17,3.84,3.76,3.76,3.78
LINK,2020-05-18,3.94,3.78,3.78,3.89
LINK,2020-05-19,3.92,3.79,3.88,3.92
LINK,2020-05-20,4.12,3.92,3.92,4.07
LINK,2020-05-21,4.15,3.77,4.07,3.85
LINK,2020-05-22,4.12,3.81,3.85,4.07
LINK,2020-05-23,4.10,3.93,4.07,3.96
LINK,2020-05-24,4.02,3.84,3.95,3.84
LINK,2020-05-25,3.90,3.80,3.83,3.87
LINK,2020-05-26,3.88,3.79,3.87,3.84
LINK,2020-05-27,3.92,3.82,3.84,3.86
LINK,2020-05-28,4.04,3.84,3.86,4.03
LINK,2020-05-29,4.11,3.96,4.03,3.99
LINK,2020-05-30,4.17,3.95,3.99,4.17
LINK,2020-05-31,4.26,4.06,4.17,4.13
LINK,2020-06-01,4.47,4.12,4.13,4.38
LINK,2020-06-02,4.61,4.22,4.38,4.39
LINK,2020-06-03,4.54,4.32,4.39,4.49
LINK,2020-06-04,4.51,4.32,4.49,4.43
LINK,2020-06-05,4.49,4.36,4.43,4.38
LINK,2020-06-06,4.41,4.33,4.38,4.34
LINK,2020-06-07,4.40,4.24,4.34,4.35
LINK,2020-06-08,4.46,4.33,4.35,4.46
LINK,2020-06-09,4.48,4.39,4.46,4.45
LINK,2020-06-10,4.45,4.34,4.45,4.42
LINK,2020-06-11,4.46,3.94,4.42,3.97
LINK,2020-06-12,4.18,3.89,3.98,4.09
LINK,2020-06-13,4.12,4.02,4.09,4.11
LINK,2020-06-14,4.12,3.96,4.11,3.96
LINK,2020-06-15,3.99,3.68,3.96,3.93
LINK,2020-06-16,4.08,3.90,3.93,4.05
LINK,2020-06-17,4.17,4.00,4.05,4.16
LINK,2020-06-18,4.23,4.12,4.16,4.17
LINK,2020-06-19,4.19,4.05,4.17,4.08
LINK,2020-06-20,4.21,4.05,4.08,4.17
LINK,2020-06-21,4.21,4.15,4.17,4.19
LINK,2020-06-22,4.47,4.19,4.19,4.47
LINK,2020-06-23,4.94,4.41,4.46,4.81
LINK,2020-06-24,4.93,4.55,4.81,4.72
LINK,2020-06-25,4.82,4.55,4.71,4.81
LINK,2020-06-26,4.86,4.66,4.81,4.68
LINK,2020-06-27,4.70,4.37,4.68,4.43
LINK,2020-06-28,4.63,4.38,4.43,4.56
LINK,2020-06-29,4.65,4.45,4.57,4.62
LINK,2020-06-30,4.67,4.55,4.61,4.57
LINK,2020-07-01,4.74,4.53,4.57,4.70
LINK,2020-07-02,4.91,4.67,4.71,4.85
LINK,2020-07-03,4.91,4.73,4.85,4.74
LINK,2020-07-04,4.85,4.72,4.74,4.80
LINK,2020-07-05,4.84,4.65,4.81,4.74
LINK,2020-07-06,5.39,4.74,4.74,5.37
LINK,2020-07-07,5.86,5.32,5.36,5.71
LINK,2020-07-08,6.51,5.63,5.71,6.48
LINK,2020-07-09,6.48,5.80,6.48,6.10
LINK,2020-07-10,6.18,5.75,6.10,6.14
LINK,2020-07-11,6.24,6.00,6.14,6.12
LINK,2020-07-12,7.32,6.11,6.11,7.31
LINK,2020-07-13,8.33,6.93,7.31,7.18
LINK,2020-07-14,8.25,7.04,7.17,8.10
LINK,2020-07-15,8.74,7.86,8.10,8.64
LINK,2020-07-16,8.80,8.05,8.64,8.34
LINK,2020-07-17,8.55,8.22,8.35,8.28
LINK,2020-07-18,8.27,7.79,8.27,7.96
LINK,2020-07-19,8.17,7.81,7.96,8.07
LINK,2020-07-20,8.11,7.24,8.07,7.27
LINK,2020-07-21,7.64,7.06,7.26,7.28
LINK,2020-07-22,7.59,7.09,7.28,7.47
LINK,2020-07-23,8.04,7.42,7.47,7.87
LINK,2020-07-24,7.90,7.41,7.87,7.43
LINK,2020-07-25,7.77,7.41,7.44,7.66
LINK,2020-07-26,7.90,7.33,7.66,7.50
LINK,2020-07-27,7.49,6.58,7.49,7.10
LINK,2020-07-28,7.39,6.92,7.09,7.22
LINK,2020-07-29,7.47,7.03,7.22,7.12
LINK,2020-07-30,7.56,7.05,7.11,7.42
LINK,2020-07-31,7.84,7.41,7.41,7.77
LINK,2020-08-01,8.39,7.65,7.77,8.30
LINK,2020-08-02,8.68,7.47,8.31,8.27
LINK,2020-08-03,9.20,8.18,8.27,9.16
LINK,2020-08-04,9.93,9.10,9.16,9.82
LINK,2020-08-05,9.85,9.42,9.83,9.56
